Model_file,Sequence,Node-Clade,Model_cofactor,Pocket_volume
Vnf_Clostridium_kluyveri_NifD.B99990048.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1131.25
Vnf_Clostridium_kluyveri_NifD.B99990063.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1161.875
Vnf_Clostridium_kluyveri_NifD.B99990064.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1161.125
Vnf_Clostridium_kluyveri_NifD.B99990065.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1113.5
Vnf_Clostridium_kluyveri_NifD.B99990096.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1147.25
Vnf_Clostridium_kluyveri_NifD.B99990100.pdb,Vnf_Clostridium_kluyveri,Vnf,Mo,1143.5
Vnf_Methanosarcina_acetivorans_NifD.B99990010.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1148.875
Vnf_Methanosarcina_acetivorans_NifD.B99990020.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1087.5
Vnf_Methanosarcina_acetivorans_NifD.B99990030.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1126.375
Vnf_Methanosarcina_acetivorans_NifD.B99990047.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1046.125
Vnf_Methanosarcina_acetivorans_NifD.B99990060.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1156
Vnf_Methanosarcina_acetivorans_NifD.B99990063.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1121.375
Vnf_Methanosarcina_acetivorans_NifD.B99990068.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1133.75
Vnf_Methanosarcina_acetivorans_NifD.B99990093.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1113.375
Vnf_Methanosarcina_acetivorans_NifD.B99990095.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1076
Vnf_Methanosarcina_acetivorans_NifD.B99990098.pdb,Vnf_Methanosarcina_acetivorans,Vnf,Mo,1131.375
Vnf_Phaeospirillum_fulvum_NifD.B99990012.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1169.125
Vnf_Phaeospirillum_fulvum_NifD.B99990021.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1163.75
Vnf_Phaeospirillum_fulvum_NifD.B99990022.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1097.125
Vnf_Phaeospirillum_fulvum_NifD.B99990025.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1146.75
Vnf_Phaeospirillum_fulvum_NifD.B99990026.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1130
Vnf_Phaeospirillum_fulvum_NifD.B99990050.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1161.625
Vnf_Phaeospirillum_fulvum_NifD.B99990077.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1091.375
Vnf_Phaeospirillum_fulvum_NifD.B99990083.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1112.5
Vnf_Phaeospirillum_fulvum_NifD.B99990089.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1171.75
Vnf_Phaeospirillum_fulvum_NifD.B99990092.pdb,Vnf_Phaeospirillum_fulvum,Vnf,Mo,1175.625
Vnf_Rhodoblastus_acidophilus_NifD.B99990006.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1141.125
Vnf_Rhodoblastus_acidophilus_NifD.B99990032.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1078.25
Vnf_Rhodoblastus_acidophilus_NifD.B99990048.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1020.75
Vnf_Rhodoblastus_acidophilus_NifD.B99990050.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1178.375
Vnf_Rhodoblastus_acidophilus_NifD.B99990052.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1104.625
Vnf_Rhodoblastus_acidophilus_NifD.B99990057.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1125.375
Vnf_Rhodoblastus_acidophilus_NifD.B99990059.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1069.25
Vnf_Rhodoblastus_acidophilus_NifD.B99990076.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1108.125
Vnf_Rhodoblastus_acidophilus_NifD.B99990088.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1086.625
Vnf_Rhodoblastus_acidophilus_NifD.B99990098.pdb,Vnf_Rhodoblastus_acidophilus,Vnf,Mo,1086
AncA-1_B001_V.pdb,AncA-1,AncA,V,1130
AncA-1_B002_V.pdb,AncA-1,AncA,V,1105.625
AncA-1_B003_V.pdb,AncA-1,AncA,V,994.875
AncA-1_B004_V.pdb,AncA-1,AncA,V,1118
AncA-1_B005_V.pdb,AncA-1,AncA,V,1134.75
AncA-1_B006_V.pdb,AncA-1,AncA,V,1091.5
AncA-1_B007_V.pdb,AncA-1,AncA,V,1188.25
AncA-1_B008_V.pdb,AncA-1,AncA,V,1147.75
AncA-1_B009_V.pdb,AncA-1,AncA,V,1033
AncA-1_B010_V.pdb,AncA-1,AncA,V,1077.5
AncA-1_B011_V.pdb,AncA-1,AncA,V,1119.625
AncA-1_B012_V.pdb,AncA-1,AncA,V,1125.5
AncA-1_B013_V.pdb,AncA-1,AncA,V,1067
AncA-1_B014_V.pdb,AncA-1,AncA,V,1151.5
AncA-1_B015_V.pdb,AncA-1,AncA,V,1076
AncA-1_B016_V.pdb,AncA-1,AncA,V,1123.5
AncA-1_B017_V.pdb,AncA-1,AncA,V,1058.625
AncA-1_B018_V.pdb,AncA-1,AncA,V,1050.25
AncA-1_B019_V.pdb,AncA-1,AncA,V,1120.125
AncA-1_B020_V.pdb,AncA-1,AncA,V,1113.375
AncA-1_B021_V.pdb,AncA-1,AncA,V,1064.875
AncA-1_B022_V.pdb,AncA-1,AncA,V,1082.625
AncA-1_B023_V.pdb,AncA-1,AncA,V,1134.5
AncA-1_B024_V.pdb,AncA-1,AncA,V,1111.25
AncA-1_B026_V.pdb,AncA-1,AncA,V,1035.125
AncA-1_B027_V.pdb,AncA-1,AncA,V,1067.5
AncA-1_B028_V.pdb,AncA-1,AncA,V,1122.375
AncA-1_B029_V.pdb,AncA-1,AncA,V,1113.625
AncA-1_B030_V.pdb,AncA-1,AncA,V,1093.5
AncA-1_B031_V.pdb,AncA-1,AncA,V,1053.75
AncA-1_B032_V.pdb,AncA-1,AncA,V,1058.25
AncA-1_B033_V.pdb,AncA-1,AncA,V,1093
AncA-1_B034_V.pdb,AncA-1,AncA,V,1128.875
AncA-1_B035_V.pdb,AncA-1,AncA,V,1136.875
AncA-1_B036_V.pdb,AncA-1,AncA,V,1037.5
AncA-1_B037_V.pdb,AncA-1,AncA,V,1051.875
AncA-1_B038_V.pdb,AncA-1,AncA,V,1090
AncA-1_B039_V.pdb,AncA-1,AncA,V,1114.875
AncA-1_B040_V.pdb,AncA-1,AncA,V,1060
AncA-1_B041_V.pdb,AncA-1,AncA,V,1070
AncA-1_B042_V.pdb,AncA-1,AncA,V,1146.25
AncA-1_B043_V.pdb,AncA-1,AncA,V,1052.25
AncA-1_B044_V.pdb,AncA-1,AncA,V,1096.625
AncA-1_B045_V.pdb,AncA-1,AncA,V,985.625
AncA-1_B046_V.pdb,AncA-1,AncA,V,1170.5
AncA-1_B047_V.pdb,AncA-1,AncA,V,1056.125
AncA-1_B048_V.pdb,AncA-1,AncA,V,1179
AncA-1_B049_V.pdb,AncA-1,AncA,V,1123.125
AncA-1_B050_V.pdb,AncA-1,AncA,V,1206.375
AncA-1_B051_V.pdb,AncA-1,AncA,V,1075.875
AncA-1_B052_V.pdb,AncA-1,AncA,V,1025.875
AncA-1_B053_V.pdb,AncA-1,AncA,V,1078.625
AncA-1_B054_V.pdb,AncA-1,AncA,V,1063.5
AncA-1_B055_V.pdb,AncA-1,AncA,V,1145.875
AncA-1_B056_V.pdb,AncA-1,AncA,V,1080.75
AncA-1_B057_V.pdb,AncA-1,AncA,V,1171.375
AncA-1_B058_V.pdb,AncA-1,AncA,V,1110.75
AncA-1_B059_V.pdb,AncA-1,AncA,V,1094.75
AncA-1_B060_V.pdb,AncA-1,AncA,V,1104.625
AncA-1_B061_V.pdb,AncA-1,AncA,V,1131.125
AncA-1_B062_V.pdb,AncA-1,AncA,V,1097.75
AncA-1_B063_V.pdb,AncA-1,AncA,V,1043.125
AncA-1_B064_V.pdb,AncA-1,AncA,V,1079
AncA-1_B065_V.pdb,AncA-1,AncA,V,1052.75
AncA-1_B066_V.pdb,AncA-1,AncA,V,1108.625
AncA-1_B067_V.pdb,AncA-1,AncA,V,1086
AncA-1_B068_V.pdb,AncA-1,AncA,V,1102.375
AncA-1_B069_V.pdb,AncA-1,AncA,V,1090.625
AncA-1_B070_V.pdb,AncA-1,AncA,V,1082.75
AncA-1_B071_V.pdb,AncA-1,AncA,V,1047.875
AncA-1_B072_V.pdb,AncA-1,AncA,V,1105.625
AncA-1_B073_V.pdb,AncA-1,AncA,V,1078.875
AncA-1_B074_V.pdb,AncA-1,AncA,V,1163.625
AncA-1_B075_V.pdb,AncA-1,AncA,V,1041.75
AncA-1_B076_V.pdb,AncA-1,AncA,V,1165.25
AncA-1_B077_V.pdb,AncA-1,AncA,V,1224.625
AncA-1_B078_V.pdb,AncA-1,AncA,V,1089.125
AncA-1_B079_V.pdb,AncA-1,AncA,V,1073.625
AncA-1_B080_V.pdb,AncA-1,AncA,V,1042.125
AncA-1_B081_V.pdb,AncA-1,AncA,V,1141.875
AncA-1_B082_V.pdb,AncA-1,AncA,V,1204.125
AncA-1_B083_V.pdb,AncA-1,AncA,V,1049.25
AncA-1_B084_V.pdb,AncA-1,AncA,V,1145.75
AncA-1_B085_V.pdb,AncA-1,AncA,V,1150.25
AncA-1_B086_V.pdb,AncA-1,AncA,V,1119.25
AncA-1_B087_V.pdb,AncA-1,AncA,V,1067.625
AncA-1_B088_V.pdb,AncA-1,AncA,V,1159.625
AncA-1_B089_V.pdb,AncA-1,AncA,V,1112.875
AncA-1_B090_V.pdb,AncA-1,AncA,V,1118.25
AncA-1_B091_V.pdb,AncA-1,AncA,V,1163.875
AncA-1_B092_V.pdb,AncA-1,AncA,V,1126.625
AncA-1_B093_V.pdb,AncA-1,AncA,V,1066
AncA-1_B094_V.pdb,AncA-1,AncA,V,1041.5
AncA-1_B095_V.pdb,AncA-1,AncA,V,1138.875
AncA-1_B096_V.pdb,AncA-1,AncA,V,1078.625
AncA-1_B097_V.pdb,AncA-1,AncA,V,1064.375
AncA-1_B098_V.pdb,AncA-1,AncA,V,1196.75
AncA-1_B099_V.pdb,AncA-1,AncA,V,1100.5
AncA-1_B100_V.pdb,AncA-1,AncA,V,1175.25
AncA-2_B001_V.pdb,AncA-2,AncA,V,1138.25
AncA-2_B002_V.pdb,AncA-2,AncA,V,1139.125
AncA-2_B003_V.pdb,AncA-2,AncA,V,1043.875
AncA-2_B004_V.pdb,AncA-2,AncA,V,1076.875
AncA-2_B005_V.pdb,AncA-2,AncA,V,1102.5
AncA-2_B006_V.pdb,AncA-2,AncA,V,1132.75
AncA-2_B007_V.pdb,AncA-2,AncA,V,1088.25
AncA-2_B008_V.pdb,AncA-2,AncA,V,1163.75
AncA-2_B009_V.pdb,AncA-2,AncA,V,1131.25
AncA-2_B010_V.pdb,AncA-2,AncA,V,1083.25
AncA-2_B011_V.pdb,AncA-2,AncA,V,1050.25
AncA-2_B012_V.pdb,AncA-2,AncA,V,1040.125
AncA-2_B013_V.pdb,AncA-2,AncA,V,1114.125
AncA-2_B014_V.pdb,AncA-2,AncA,V,1026.875
AncA-2_B015_V.pdb,AncA-2,AncA,V,1086.25
AncA-2_B017_V.pdb,AncA-2,AncA,V,1099.625
AncA-2_B018_V.pdb,AncA-2,AncA,V,1054.5
AncA-2_B019_V.pdb,AncA-2,AncA,V,1110.125
AncA-2_B020_V.pdb,AncA-2,AncA,V,1098.625
AncA-2_B021_V.pdb,AncA-2,AncA,V,1026.75
AncA-2_B022_V.pdb,AncA-2,AncA,V,1028.625
AncA-2_B023_V.pdb,AncA-2,AncA,V,1061.75
AncA-2_B024_V.pdb,AncA-2,AncA,V,1124.875
AncA-2_B025_V.pdb,AncA-2,AncA,V,1095.625
AncA-2_B026_V.pdb,AncA-2,AncA,V,1055.5
AncA-2_B027_V.pdb,AncA-2,AncA,V,1072.875
AncA-2_B028_V.pdb,AncA-2,AncA,V,1133.25
AncA-2_B029_V.pdb,AncA-2,AncA,V,1205.875
AncA-2_B030_V.pdb,AncA-2,AncA,V,1162.875
AncA-2_B031_V.pdb,AncA-2,AncA,V,993.75
AncA-2_B032_V.pdb,AncA-2,AncA,V,1038.625
AncA-2_B033_V.pdb,AncA-2,AncA,V,1087.25
AncA-2_B034_V.pdb,AncA-2,AncA,V,1071.25
AncA-2_B035_V.pdb,AncA-2,AncA,V,1152.375
AncA-2_B036_V.pdb,AncA-2,AncA,V,1138.625
AncA-2_B037_V.pdb,AncA-2,AncA,V,1141.75
AncA-2_B038_V.pdb,AncA-2,AncA,V,1142.375
AncA-2_B039_V.pdb,AncA-2,AncA,V,1043.375
AncA-2_B040_V.pdb,AncA-2,AncA,V,1135.75
AncA-2_B041_V.pdb,AncA-2,AncA,V,1126.625
AncA-2_B042_V.pdb,AncA-2,AncA,V,1089.125
AncA-2_B043_V.pdb,AncA-2,AncA,V,1104.625
AncA-2_B044_V.pdb,AncA-2,AncA,V,1095.25
AncA-2_B045_V.pdb,AncA-2,AncA,V,1140.75
AncA-2_B046_V.pdb,AncA-2,AncA,V,1098.375
AncA-2_B047_V.pdb,AncA-2,AncA,V,1178
AncA-2_B048_V.pdb,AncA-2,AncA,V,1096.75
AncA-2_B049_V.pdb,AncA-2,AncA,V,1027.125
AncA-2_B050_V.pdb,AncA-2,AncA,V,1080.875
AncA-2_B051_V.pdb,AncA-2,AncA,V,1086.875
AncA-2_B052_V.pdb,AncA-2,AncA,V,1103.625
AncA-2_B053_V.pdb,AncA-2,AncA,V,1119
AncA-2_B054_V.pdb,AncA-2,AncA,V,1121.125
AncA-2_B055_V.pdb,AncA-2,AncA,V,1113.125
AncA-2_B056_V.pdb,AncA-2,AncA,V,1078.25
AncA-2_B057_V.pdb,AncA-2,AncA,V,1101.75
AncA-2_B058_V.pdb,AncA-2,AncA,V,1154.375
AncA-2_B059_V.pdb,AncA-2,AncA,V,1181.25
AncA-2_B060_V.pdb,AncA-2,AncA,V,1107.625
AncA-2_B061_V.pdb,AncA-2,AncA,V,1077.125
AncA-2_B062_V.pdb,AncA-2,AncA,V,1115.875
AncA-2_B063_V.pdb,AncA-2,AncA,V,1122.25
AncA-2_B064_V.pdb,AncA-2,AncA,V,1208.375
AncA-2_B065_V.pdb,AncA-2,AncA,V,1121.25
AncA-2_B066_V.pdb,AncA-2,AncA,V,1135.25
AncA-2_B067_V.pdb,AncA-2,AncA,V,1048.875
AncA-2_B068_V.pdb,AncA-2,AncA,V,1059.625
AncA-2_B069_V.pdb,AncA-2,AncA,V,1132.375
AncA-2_B070_V.pdb,AncA-2,AncA,V,1101.75
AncA-2_B071_V.pdb,AncA-2,AncA,V,988.75
AncA-2_B072_V.pdb,AncA-2,AncA,V,1067
AncA-2_B073_V.pdb,AncA-2,AncA,V,1099.75
AncA-2_B074_V.pdb,AncA-2,AncA,V,1073.5
AncA-2_B075_V.pdb,AncA-2,AncA,V,1126.875
AncA-2_B076_V.pdb,AncA-2,AncA,V,1122.75
AncA-2_B077_V.pdb,AncA-2,AncA,V,1195.75
AncA-2_B078_V.pdb,AncA-2,AncA,V,1086.5
AncA-2_B079_V.pdb,AncA-2,AncA,V,1052.625
AncA-2_B080_V.pdb,AncA-2,AncA,V,1110
AncA-2_B081_V.pdb,AncA-2,AncA,V,1143.25
AncA-2_B082_V.pdb,AncA-2,AncA,V,1067.75
AncA-2_B083_V.pdb,AncA-2,AncA,V,1115.25
AncA-2_B084_V.pdb,AncA-2,AncA,V,1109.5
AncA-2_B085_V.pdb,AncA-2,AncA,V,1102.5
AncA-2_B086_V.pdb,AncA-2,AncA,V,1147.75
AncA-2_B087_V.pdb,AncA-2,AncA,V,1122
AncA-2_B088_V.pdb,AncA-2,AncA,V,1115.375
AncA-2_B089_V.pdb,AncA-2,AncA,V,1103.5
AncA-2_B090_V.pdb,AncA-2,AncA,V,1173.5
AncA-2_B091_V.pdb,AncA-2,AncA,V,1026.375
AncA-2_B092_V.pdb,AncA-2,AncA,V,1161.875
AncA-2_B093_V.pdb,AncA-2,AncA,V,1034.25
AncA-2_B094_V.pdb,AncA-2,AncA,V,1163.25
AncA-2_B095_V.pdb,AncA-2,AncA,V,1022.75
AncA-2_B096_V.pdb,AncA-2,AncA,V,1135.125
AncA-2_B097_V.pdb,AncA-2,AncA,V,1043.375
AncA-2_B098_V.pdb,AncA-2,AncA,V,1071.75
AncA-2_B099_V.pdb,AncA-2,AncA,V,1158.5
AncA-2_B100_V.pdb,AncA-2,AncA,V,1102.375
AncA-3_B001_V.pdb,AncA-3,AncA,V,1137.75
AncA-3_B002_V.pdb,AncA-3,AncA,V,1059
AncA-3_B003_V.pdb,AncA-3,AncA,V,1134.875
AncA-3_B004_V.pdb,AncA-3,AncA,V,1168.625
AncA-3_B005_V.pdb,AncA-3,AncA,V,1176.375
AncA-3_B006_V.pdb,AncA-3,AncA,V,1147.25
AncA-3_B007_V.pdb,AncA-3,AncA,V,1120.5
AncA-3_B008_V.pdb,AncA-3,AncA,V,1059.875
AncA-3_B009_V.pdb,AncA-3,AncA,V,1090.625
AncA-3_B010_V.pdb,AncA-3,AncA,V,1118.75
AncA-3_B011_V.pdb,AncA-3,AncA,V,1127.125
AncA-3_B012_V.pdb,AncA-3,AncA,V,1092.375
AncA-3_B013_V.pdb,AncA-3,AncA,V,1105.5
AncA-3_B014_V.pdb,AncA-3,AncA,V,1052
AncA-3_B015_V.pdb,AncA-3,AncA,V,1143
AncA-3_B016_V.pdb,AncA-3,AncA,V,1093
AncA-3_B017_V.pdb,AncA-3,AncA,V,1120
AncA-3_B018_V.pdb,AncA-3,AncA,V,1180.25
AncA-3_B019_V.pdb,AncA-3,AncA,V,953.5
AncA-3_B020_V.pdb,AncA-3,AncA,V,1092.875
AncA-3_B021_V.pdb,AncA-3,AncA,V,1170.25
AncA-3_B022_V.pdb,AncA-3,AncA,V,1120.75
AncA-3_B023_V.pdb,AncA-3,AncA,V,1127.375
AncA-3_B024_V.pdb,AncA-3,AncA,V,1119.125
AncA-3_B025_V.pdb,AncA-3,AncA,V,1092.125
AncA-3_B026_V.pdb,AncA-3,AncA,V,1115.25
AncA-3_B027_V.pdb,AncA-3,AncA,V,1052
AncA-3_B028_V.pdb,AncA-3,AncA,V,1044.375
AncA-3_B029_V.pdb,AncA-3,AncA,V,1091.875
AncA-3_B030_V.pdb,AncA-3,AncA,V,1028
AncA-3_B031_V.pdb,AncA-3,AncA,V,1088.75
AncA-3_B032_V.pdb,AncA-3,AncA,V,989
AncA-3_B033_V.pdb,AncA-3,AncA,V,1098.875
AncA-3_B034_V.pdb,AncA-3,AncA,V,1183.75
AncA-3_B035_V.pdb,AncA-3,AncA,V,1152
AncA-3_B036_V.pdb,AncA-3,AncA,V,1127.375
AncA-3_B037_V.pdb,AncA-3,AncA,V,1079.5
AncA-3_B038_V.pdb,AncA-3,AncA,V,1097.25
AncA-3_B039_V.pdb,AncA-3,AncA,V,1066.75
AncA-3_B040_V.pdb,AncA-3,AncA,V,1090.5
AncA-3_B041_V.pdb,AncA-3,AncA,V,1071.625
AncA-3_B042_V.pdb,AncA-3,AncA,V,1088
AncA-3_B043_V.pdb,AncA-3,AncA,V,1119.125
AncA-3_B044_V.pdb,AncA-3,AncA,V,1120.5
AncA-3_B045_V.pdb,AncA-3,AncA,V,1111.875
AncA-3_B046_V.pdb,AncA-3,AncA,V,1125.75
AncA-3_B047_V.pdb,AncA-3,AncA,V,1128.5
AncA-3_B048_V.pdb,AncA-3,AncA,V,1076.5
AncA-3_B049_V.pdb,AncA-3,AncA,V,1085.875
AncA-3_B050_V.pdb,AncA-3,AncA,V,1146.625
AncA-3_B051_V.pdb,AncA-3,AncA,V,1103.375
AncA-3_B052_V.pdb,AncA-3,AncA,V,1098.375
AncA-3_B053_V.pdb,AncA-3,AncA,V,1116.375
AncA-3_B054_V.pdb,AncA-3,AncA,V,1070.125
AncA-3_B055_V.pdb,AncA-3,AncA,V,1016
AncA-3_B056_V.pdb,AncA-3,AncA,V,1080.875
AncA-3_B057_V.pdb,AncA-3,AncA,V,1108.625
AncA-3_B058_V.pdb,AncA-3,AncA,V,1034.75
AncA-3_B059_V.pdb,AncA-3,AncA,V,1135.875
AncA-3_B060_V.pdb,AncA-3,AncA,V,1131.75
AncA-3_B061_V.pdb,AncA-3,AncA,V,1152.5
AncA-3_B062_V.pdb,AncA-3,AncA,V,1116
AncA-3_B063_V.pdb,AncA-3,AncA,V,1066.5
AncA-3_B064_V.pdb,AncA-3,AncA,V,1073.875
AncA-3_B065_V.pdb,AncA-3,AncA,V,1093
AncA-3_B066_V.pdb,AncA-3,AncA,V,1168.125
AncA-3_B067_V.pdb,AncA-3,AncA,V,1135
AncA-3_B068_V.pdb,AncA-3,AncA,V,1152.375
AncA-3_B069_V.pdb,AncA-3,AncA,V,1117
AncA-3_B070_V.pdb,AncA-3,AncA,V,1165.625
AncA-3_B071_V.pdb,AncA-3,AncA,V,1088
AncA-3_B072_V.pdb,AncA-3,AncA,V,1143.75
AncA-3_B073_V.pdb,AncA-3,AncA,V,1114.75
AncA-3_B074_V.pdb,AncA-3,AncA,V,1138.375
AncA-3_B075_V.pdb,AncA-3,AncA,V,1040.625
AncA-3_B076_V.pdb,AncA-3,AncA,V,1111.875
AncA-3_B077_V.pdb,AncA-3,AncA,V,1025.125
AncA-3_B078_V.pdb,AncA-3,AncA,V,1112.375
AncA-3_B079_V.pdb,AncA-3,AncA,V,1068
AncA-3_B080_V.pdb,AncA-3,AncA,V,1148.125
AncA-3_B081_V.pdb,AncA-3,AncA,V,1095.125
AncA-3_B082_V.pdb,AncA-3,AncA,V,1154.5
AncA-3_B083_V.pdb,AncA-3,AncA,V,948
AncA-3_B084_V.pdb,AncA-3,AncA,V,1105.5
AncA-3_B085_V.pdb,AncA-3,AncA,V,1122.5
AncA-3_B086_V.pdb,AncA-3,AncA,V,1167.5
AncA-3_B087_V.pdb,AncA-3,AncA,V,1182.25
AncA-3_B088_V.pdb,AncA-3,AncA,V,1048.75
AncA-3_B089_V.pdb,AncA-3,AncA,V,1016.625
AncA-3_B090_V.pdb,AncA-3,AncA,V,1135.5
AncA-3_B091_V.pdb,AncA-3,AncA,V,1106.25
AncA-3_B092_V.pdb,AncA-3,AncA,V,1125.625
AncA-3_B093_V.pdb,AncA-3,AncA,V,1102
AncA-3_B094_V.pdb,AncA-3,AncA,V,1049.625
AncA-3_B095_V.pdb,AncA-3,AncA,V,1148
AncA-3_B096_V.pdb,AncA-3,AncA,V,1170.75
AncA-3_B097_V.pdb,AncA-3,AncA,V,1128.25
AncA-3_B098_V.pdb,AncA-3,AncA,V,1164.25
AncA-3_B099_V.pdb,AncA-3,AncA,V,1055.125
AncA-3_B100_V.pdb,AncA-3,AncA,V,1169.25
AncA-4_B001_V.pdb,AncA-4,AncA,V,1112.875
AncA-4_B002_V.pdb,AncA-4,AncA,V,1082.125
AncA-4_B003_V.pdb,AncA-4,AncA,V,1162.25
AncA-4_B004_V.pdb,AncA-4,AncA,V,1109.5
AncA-4_B005_V.pdb,AncA-4,AncA,V,1098
AncA-4_B006_V.pdb,AncA-4,AncA,V,1008.5
AncA-4_B007_V.pdb,AncA-4,AncA,V,1057.5
AncA-4_B008_V.pdb,AncA-4,AncA,V,1189.25
AncA-4_B009_V.pdb,AncA-4,AncA,V,1164.375
AncA-4_B010_V.pdb,AncA-4,AncA,V,979.75
AncA-4_B011_V.pdb,AncA-4,AncA,V,1097.25
AncA-4_B012_V.pdb,AncA-4,AncA,V,1114.25
AncA-4_B013_V.pdb,AncA-4,AncA,V,1093.5
AncA-4_B014_V.pdb,AncA-4,AncA,V,1141.625
AncA-4_B015_V.pdb,AncA-4,AncA,V,1138.125
AncA-4_B016_V.pdb,AncA-4,AncA,V,1051
AncA-4_B017_V.pdb,AncA-4,AncA,V,1042.75
AncA-4_B018_V.pdb,AncA-4,AncA,V,1016.5
AncA-4_B020_V.pdb,AncA-4,AncA,V,1077
AncA-4_B021_V.pdb,AncA-4,AncA,V,1140.75
AncA-4_B022_V.pdb,AncA-4,AncA,V,1164.25
AncA-4_B023_V.pdb,AncA-4,AncA,V,1007
AncA-4_B024_V.pdb,AncA-4,AncA,V,1092.625
AncA-4_B025_V.pdb,AncA-4,AncA,V,1154.375
AncA-4_B026_V.pdb,AncA-4,AncA,V,1104.125
AncA-4_B027_V.pdb,AncA-4,AncA,V,1090.25
AncA-4_B028_V.pdb,AncA-4,AncA,V,1141.25
AncA-4_B029_V.pdb,AncA-4,AncA,V,1159
AncA-4_B030_V.pdb,AncA-4,AncA,V,1018.875
AncA-4_B031_V.pdb,AncA-4,AncA,V,1032.125
AncA-4_B032_V.pdb,AncA-4,AncA,V,1136.75
AncA-4_B033_V.pdb,AncA-4,AncA,V,994.875
AncA-4_B034_V.pdb,AncA-4,AncA,V,1104
AncA-4_B035_V.pdb,AncA-4,AncA,V,1161.25
AncA-4_B036_V.pdb,AncA-4,AncA,V,1128.375
AncA-4_B037_V.pdb,AncA-4,AncA,V,1095.125
AncA-4_B038_V.pdb,AncA-4,AncA,V,1066.5
AncA-4_B039_V.pdb,AncA-4,AncA,V,1070.625
AncA-4_B040_V.pdb,AncA-4,AncA,V,1072.625
AncA-4_B041_V.pdb,AncA-4,AncA,V,1051.125
AncA-4_B042_V.pdb,AncA-4,AncA,V,974.25
AncA-4_B043_V.pdb,AncA-4,AncA,V,1126.25
AncA-4_B044_V.pdb,AncA-4,AncA,V,1103.75
AncA-4_B045_V.pdb,AncA-4,AncA,V,1178.125
AncA-4_B046_V.pdb,AncA-4,AncA,V,1086
AncA-4_B047_V.pdb,AncA-4,AncA,V,1115.25
AncA-4_B048_V.pdb,AncA-4,AncA,V,1052
AncA-4_B049_V.pdb,AncA-4,AncA,V,1095
AncA-4_B050_V.pdb,AncA-4,AncA,V,1062.25
AncA-4_B051_V.pdb,AncA-4,AncA,V,1181.375
AncA-4_B052_V.pdb,AncA-4,AncA,V,1054.75
AncA-4_B053_V.pdb,AncA-4,AncA,V,1104.25
AncA-4_B054_V.pdb,AncA-4,AncA,V,1161
AncA-4_B055_V.pdb,AncA-4,AncA,V,1117.875
AncA-4_B056_V.pdb,AncA-4,AncA,V,1031.625
AncA-4_B057_V.pdb,AncA-4,AncA,V,1169.75
AncA-4_B058_V.pdb,AncA-4,AncA,V,1131.625
AncA-4_B059_V.pdb,AncA-4,AncA,V,1047.125
AncA-4_B060_V.pdb,AncA-4,AncA,V,1089
AncA-4_B061_V.pdb,AncA-4,AncA,V,1121
AncA-4_B062_V.pdb,AncA-4,AncA,V,1114.25
AncA-4_B063_V.pdb,AncA-4,AncA,V,1153.375
AncA-4_B064_V.pdb,AncA-4,AncA,V,1032.75
AncA-4_B065_V.pdb,AncA-4,AncA,V,1017.375
AncA-4_B066_V.pdb,AncA-4,AncA,V,999.25
AncA-4_B067_V.pdb,AncA-4,AncA,V,1133.25
AncA-4_B068_V.pdb,AncA-4,AncA,V,1136.25
AncA-4_B069_V.pdb,AncA-4,AncA,V,1130.625
AncA-4_B070_V.pdb,AncA-4,AncA,V,1049.75
